"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Midazolam|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Rifampicin|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Midazolam|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Rifampicin|Concentration in container [µmol/l]","Organism|Lumen|Midazolam|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Rifampicin|Fraction of oral drug mass absorbed into mucosa"
0,591,0,2.712635,0,2.696304,0,1.010778
0,594,0,2.690469,0,2.674063,0,1.011021
0,597,0,2.668512,0,2.652025,0,1.011262
0,600,0,2.646763,0,2.630188,0,1.011501
0,603,0,2.625237,0,2.608595,0,1.011739
0,606,0,2.603925,0,2.587224,0,1.011974
0,609,0,2.582827,0,2.566078,0,1.012208
0,612,0,2.561943,0,2.545164,0,1.01244
0,615,0,2.541272,0,2.52448,0,1.012671
0,618,0,2.520787,0,2.50395,0,1.012899
0,621,0,2.500499,0,2.483608,0,1.013126
0,624,0,2.480403,0,2.463442,0,1.013351
0,627,0,2.460494,0,2.443443,0,1.013575
0,630,0,2.440769,0,2.423599,0,1.013796
0,633,0,2.421233,0,2.403978,0,1.014017
0,636,0,2.401878,0,2.384541,0,1.014235
0,639,0,2.3827,0,2.365289,0,1.014452
0,642,0,2.363696,0,2.346224,0,1.014667
0,645,0,2.344863,0,2.327349,0,1.01488
0,648,0,2.326214,0,2.308644,0,1.015092
0,651,0,2.307743,0,2.290118,0,1.015302
0,654,0,2.289448,0,2.271772,0,1.01551
0,657,0,2.271329,0,2.253607,0,1.015717
0,660,0,2.253389,0,2.235621,0,1.015922
0,663,0,2.235612,0,2.217796,0,1.016126
0,666,0,2.218003,0,2.200136,0,1.016328
0,669,0,2.200561,0,2.182638,0,1.016529
0,672,0,2.183285,0,2.165299,0,1.016728
0,675,0,2.166172,0,2.148113,0,1.016925
0,678,0,2.149225,0,2.131104,0,1.017121
0,681,0,2.13244,0,2.114264,0,1.017316
0,684,0,2.115817,0,2.09759,0,1.017509
0,687,0,2.099354,0,2.081085,0,1.0177
0,690,0,2.08305,0,2.064751,0,1.01789
0,693,0,2.066889,0,2.048542,0,1.018079
0,696,0,2.050866,0,2.032459,0,1.018266
0,699,0,2.034981,0,2.016501,0,1.018451
0,702,0,2.019227,0,2.000657,0,1.018635
0,705,0,2.003598,0,1.984915,0,1.018818
0,708,0,1.988112,0,1.969337,0,1.018999
0,711,0,1.972778,0,1.953956,0,1.019179
0,714,0,1.957601,0,1.938791,0,1.019358
0,717,0,1.942588,0,1.923831,0,1.019535
0,720,0,1.927743,0,1.908994,0,1.019711
0,723,0,1.913065,0,1.894261,0,1.019885
0,726,0,1.898516,0,1.879633,0,1.020058
0,729,0,1.884081,0,1.86508,0,1.02023
0,732,0,1.869775,0,1.850688,0,1.0204
0,735,0,1.855581,0,1.836488,0,1.020569
0,738,0,1.841523,0,1.822414,0,1.020737
0,741,0,1.82761,0,1.808485,0,1.020904
0,744,0,1.813829,0,1.794681,0,1.021069
0,747,0,1.800183,0,1.780978,0,1.021232
0,750,0,1.786666,0,1.767391,0,1.021395
0,753,0,1.77327,0,1.753943,0,1.021556
0,756,0,1.75999,0,1.740619,0,1.021716
0,759,0,1.746825,0,1.727398,0,1.021875
0,762,0,1.733772,0,1.714288,0,1.022033
0,765,0,1.720838,0,1.701317,0,1.022189
0,768,0,1.708026,0,1.688484,0,1.022344
0,771,0,1.695328,0,1.675751,0,1.022498
0,774,0,1.682749,0,1.663111,0,1.022651
0,777,0,1.670278,0,1.650583,0,1.022802
0,780,0,1.657911,0,1.63816,0,1.022953
0,783,0,1.645655,0,1.625858,0,1.023102
0,786,0,1.633513,0,1.613693,0,1.02325
0,789,0,1.62148,0,1.601638,0,1.023397
0,792,0,1.609557,0,1.58967,0,1.023543
0,795,0,1.597744,0,1.577804,0,1.023687
0,798,0,1.586043,0,1.566074,0,1.023831
0,801,0,1.574455,0,1.554476,0,1.023973
0,804,0,1.562986,0,1.542996,0,1.024114
0,807,0,1.551636,0,1.531632,0,1.024254
0,810,0,1.54039,0,1.520352,0,1.024393
0,813,0,1.529243,0,1.509138,0,1.024531
0,816,0,1.518191,0,1.498029,0,1.024668
0,819,0,1.507225,0,1.487023,0,1.024804
0,822,0,1.496352,0,1.476108,0,1.024939
0,825,0,1.48557,0,1.465291,0,1.025072
0,828,0,1.47489,0,1.454594,0,1.025205
0,831,0,1.464324,0,1.444036,0,1.025337
0,834,0,1.453869,0,1.433592,0,1.025467
0,837,0,1.443518,0,1.423214,0,1.025597
0,840,0,1.433265,0,1.412898,0,1.025725
0,843,0,1.42309,0,1.402655,0,1.025853
0,846,0,1.412985,0,1.392483,0,1.02598
0,849,0,1.402972,0,1.382435,0,1.026105
0,852,0,1.393045,0,1.372529,0,1.02623
0,855,0,1.383211,0,1.362693,0,1.026353
0,858,0,1.373478,0,1.352926,0,1.026476
0,861,0,1.363834,0,1.343255,0,1.026598
0,864,0,1.354281,0,1.33367,0,1.026719
0,867,0,1.344815,0,1.32417,0,1.026839
0,870,0,1.335432,0,1.31476,0,1.026957
0,873,0,1.326131,0,1.305435,0,1.027075
0,876,0,1.316914,0,1.296194,0,1.027192
0,879,0,1.307779,0,1.287036,0,1.027309
0,882,0,1.298727,0,1.277961,0,1.027424
0,885,0,1.289756,0,1.268967,0,1.027538
0,888,0,1.280866,0,1.260053,0,1.027652
0,891,0,1.272055,0,1.25122,0,1.027764
0,894,0,1.263324,0,1.242468,0,1.027876
0,897,0,1.254672,0,1.233794,0,1.027987
0,900,0,1.246098,0,1.225198,0,1.028097
0,903,0,1.237601,0,1.21668,0,1.028206
0,906,0,1.22918,0,1.208239,0,1.028315
0,909,0,1.220835,0,1.199874,0,1.028422
0,912,0,1.212565,0,1.191584,0,1.028529
0,915,0,1.204369,0,1.183369,0,1.028635
0,918,0,1.196247,0,1.175228,0,1.02874
0,921,0,1.188197,0,1.16716,0,1.028844
0,924,0,1.18022,0,1.159165,0,1.028947
0,927,0,1.172314,0,1.151241,0,1.02905
0,930,0,1.164479,0,1.143389,0,1.029152
0,933,0,1.156715,0,1.135607,0,1.029253
0,936,0,1.149019,0,1.127895,0,1.029353
0,939,0,1.141392,0,1.120252,0,1.029452
0,942,0,1.133834,0,1.112678,0,1.029551
0,945,0,1.126343,0,1.105172,0,1.029649
0,948,0,1.118919,0,1.097733,0,1.029746
0,951,0,1.111562,0,1.09036,0,1.029843
0,954,0,1.104269,0,1.083054,0,1.029938
0,957,0,1.097042,0,1.075813,0,1.030033
0,960,0,1.08988,0,1.068636,0,1.030128
0,963,0,1.082781,0,1.061524,0,1.030221
0,966,0,1.075745,0,1.054476,0,1.030314
0,969,0,1.068773,0,1.04749,0,1.030406
0,972,0,1.061862,0,1.040567,0,1.030498
0,975,0,1.055012,0,1.033706,0,1.030588
0,978,0,1.048224,0,1.026905,0,1.030678
0,981,0,1.041495,0,1.020166,0,1.030768
0,984,0,1.034826,0,1.013486,0,1.030856
0,987,0,1.028217,0,1.006866,0,1.030944
0,990,0,1.021666,0,1.000305,0,1.031032
0,993,0,1.015174,0,0.9938022,0,1.031118
0,996,0,1.008739,0,0.9873574,0,1.031204
0,999,0,1.00236,0,0.98097,0,1.03129
0,1002,0,0.9960389,0,0.9746393,0,1.031374
0,1005,0,0.989773,0,0.9683648,0,1.031458
0,1008,0,0.9835625,0,0.962146,0,1.031542
0,1011,0,0.9774069,0,0.9559824,0,1.031625
0,1014,0,0.9713057,0,0.9498734,0,1.031707
0,1017,0,0.9652584,0,0.9438187,0,1.031788
0,1020,0,0.9592645,0,0.9378175,0,1.031869
0,1023,0,0.9533233,0,0.9318695,0,1.03195
0,1026,0,0.9474345,0,0.9259741,0,1.032029
0,1029,0,0.9415976,0,0.9201309,0,1.032108
0,1032,0,0.9358121,0,0.9143393,0,1.032187
0,1035,0,0.9300774,0,0.9085988,0,1.032265
0,1038,0,0.9243932,0,0.9029092,0,1.032342
0,1041,0,0.9187589,0,0.8972697,0,1.032419
0,1044,0,0.9131742,0,0.8916802,0,1.032495
0,1047,0,0.9076385,0,0.8861399,0,1.032571
0,1050,0,0.9021515,0,0.8806486,0,1.032646
0,1053,0,0.8967126,0,0.8752056,0,1.03272
0,1056,0,0.8913214,0,0.8698108,0,1.032794
0,1059,0,0.8859775,0,0.8644634,0,1.032868
0,1062,0,0.8806804,0,0.8591633,0,1.032941
0,1065,0,0.8754297,0,0.8539097,0,1.033013
0,1068,0,0.8702248,0,0.8487021,0,1.033085
0,1071,0,0.8650655,0,0.8435404,0,1.033156
0,1074,0,0.8599511,0,0.8384239,0,1.033227
0,1077,0,0.8548815,0,0.8333523,0,1.033297
0,1080,0,0.8498561,0,0.8283252,0,1.033367
0,1083,0,0.8448746,0,0.8233421,0,1.033436
0,1086,0,0.8399364,0,0.8184028,0,1.033504
0,1089,0,0.8350413,0,0.8135066,0,1.033573
0,1092,0,0.8301888,0,0.8086534,0,1.03364
0,1095,0,0.8253786,0,0.8038427,0,1.033707
0,1098,0,0.8206102,0,0.7990742,0,1.033774
0,1101,0,0.8158833,0,0.7943473,0,1.03384
0,1104,0,0.8111975,0,0.7896618,0,1.033906
0,1107,0,0.8065524,0,0.7850174,0,1.033971
0,1110,0,0.8019476,0,0.7804134,0,1.034036
0,1113,0,0.7973828,0,0.7758498,0,1.0341
0,1116,0,0.7928575,0,0.7713259,0,1.034164
0,1119,0,0.7883713,0,0.7668412,0,1.034227
0,1122,0,0.7839239,0,0.7623955,0,1.03429
0,1125,0,0.779515,0,0.7579884,0,1.034353
0,1128,0,0.775144,0,0.7536196,0,1.034415
0,1131,0,0.7708108,0,0.7492886,0,1.034476
0,1134,0,0.766515,0,0.7449952,0,1.034537
0,1137,0,0.7622562,0,0.7407389,0,1.034598
0,1140,0,0.758034,0,0.7365195,0,1.034658
0,1143,0,0.7538483,0,0.7323368,0,1.034718
0,1146,0,0.7496986,0,0.7281904,0,1.034777
0,1149,0,0.7455845,0,0.72408,0,1.034836
0,1152,0,0.741506,0,0.7200052,0,1.034895
0,1155,0,0.7374625,0,0.7159657,0,1.034953
0,1158,0,0.7334537,0,0.7119613,0,1.03501
0,1161,0,0.7294793,0,0.7079915,0,1.035068
0,1164,0,0.7255391,0,0.7040563,0,1.035125
0,1167,0,0.7216327,0,0.700155,0,1.035181
0,1170,0,0.7177594,0,0.6962868,0,1.035237
0,1173,0,0.7139193,0,0.6924519,0,1.035293
0,1176,0,0.7101119,0,0.6886498,0,1.035348
0,1179,0,0.7063369,0,0.6848803,0,1.035403
0,1182,0,0.702594,0,0.6811431,0,1.035457
0,1185,0,0.698883,0,0.6774377,0,1.035512
0,1188,0,0.6952035,0,0.6737639,0,1.035565
0,1191,0,0.6915551,0,0.6701214,0,1.035619
0,1194,0,0.6879379,0,0.6665102,0,1.035672
0,1197,0,0.6843516,0,0.6629304,0,1.035724
0,1200,0,0.6807958,0,0.6593814,0,1.035776
0,1203,0,0.6772702,0,0.6558628,0,1.035828
0,1206,0,0.6737746,0,0.6523744,0,1.03588
0,1209,0,0.6703087,0,0.6489161,0,1.035931
0,1212,0,0.6668723,0,0.6454876,0,1.035982
0,1215,0,0.663465,0,0.6420886,0,1.036032
0,1218,0,0.6600868,0,0.638719,0,1.036083
0,1221,0,0.6567367,0,0.6353772,0,1.036132
0,1224,0,0.6534145,0,0.6320634,0,1.036182
0,1227,0,0.6501204,0,0.6287775,0,1.036231
0,1230,0,0.6468538,0,0.6255193,0,1.03628
0,1233,0,0.6436145,0,0.6222884,0,1.036328
0,1236,0,0.6404023,0,0.6190845,0,1.036376
0,1239,0,0.6372169,0,0.6159073,0,1.036424
0,1242,0,0.6340579,0,0.6127564,0,1.036471
0,1245,0,0.6309252,0,0.6096318,0,1.036518
0,1248,0,0.6278195,0,0.6065351,0,1.036565
0,1251,0,0.6247398,0,0.6034648,0,1.036612
0,1254,0,0.621686,0,0.6004207,0,1.036658
0,1257,0,0.618658,0,0.5974026,0,1.036704
0,1260,0,0.6156554,0,0.5944105,0,1.036749
0,1263,0,0.6126782,0,0.5914442,0,1.036795
0,1266,0,0.6097261,0,0.5885036,0,1.03684
0,1269,0,0.606799,0,0.5855885,0,1.036884
0,1272,0,0.603896,0,0.5826973,0,1.036929
0,1275,0,0.6010166,0,0.5798291,0,1.036973
0,1278,0,0.598161,0,0.5769847,0,1.037017
0,1281,0,0.595329,0,0.5741637,0,1.03706
0,1284,0,0.5925202,0,0.571366,0,1.037103
0,1287,0,0.5897346,0,0.568591,0,1.037146
0,1290,0,0.5869718,0,0.5658385,0,1.037189
0,1293,0,0.5842314,0,0.5631081,0,1.037231
0,1296,0,0.5815134,0,0.5603995,0,1.037273
0,1299,0,0.5788183,0,0.5577153,0,1.037315
0,1302,0,0.5761456,0,0.5550538,0,1.037357
0,1305,0,0.5734949,0,0.5524147,0,1.037398
0,1308,0,0.570866,0,0.5497977,0,1.037439
0,1311,0,0.5682588,0,0.5472028,0,1.03748
0,1314,0,0.5656731,0,0.5446299,0,1.03752
0,1317,0,0.5631087,0,0.5420789,0,1.03756
0,1320,0,0.5605655,0,0.5395498,0,1.0376
0,1323,0,0.5580431,0,0.5370417,0,1.03764
0,1326,0,0.5555401,0,0.5345517,0,1.037679
0,1329,0,0.5530572,0,0.5320817,0,1.037719
0,1332,0,0.5505941,0,0.5296313,0,1.037758
0,1335,0,0.5481505,0,0.5272002,0,1.037796
0,1338,0,0.5457262,0,0.524788,0,1.037835
0,1341,0,0.5433209,0,0.5223944,0,1.037873
0,1344,0,0.5409343,0,0.5200191,0,1.037911
0,1347,0,0.5385663,0,0.5176615,0,1.037949
0,1350,0,0.5362177,0,0.5153244,0,1.037986
0,1353,0,0.5338891,0,0.5130085,0,1.038023
0,1356,0,0.5315794,0,0.510712,0,1.03806
0,1359,0,0.5292884,0,0.5084348,0,1.038097
0,1362,0,0.5270162,0,0.506177,0,1.038134
0,1365,0,0.5247626,0,0.5039387,0,1.03817
0,1368,0,0.5225277,0,0.5017198,0,1.038206
0,1371,0,0.5203114,0,0.4995207,0,1.038242
0,1374,0,0.5181136,0,0.4973413,0,1.038278
0,1377,0,0.5159325,0,0.4951766,0,1.038313
0,1380,0,0.5137689,0,0.4930289,0,1.038349
0,1383,0,0.5116227,0,0.4908987,0,1.038384
0,1386,0,0.509494,0,0.4887856,0,1.038418
0,1389,0,0.5073825,0,0.4866893,0,1.038453
0,1392,0,0.505288,0,0.4846096,0,1.038487
0,1395,0,0.5032104,0,0.4825462,0,1.038522
0,1398,0,0.5011497,0,0.4804988,0,1.038556
0,1401,0,0.4991054,0,0.4784676,0,1.038589
0,1404,0,0.4970772,0,0.4764542,0,1.038623
0,1407,0,0.4950651,0,0.474457,0,1.038656
0,1410,0,0.493069,0,0.4724759,0,1.03869
0,1413,0,0.4910886,0,0.4705107,0,1.038723
0,1416,0,0.4891238,0,0.4685613,0,1.038755
0,1419,0,0.4871743,0,0.4666276,0,1.038788
0,1422,0,0.4852401,0,0.4647094,0,1.038821
0,1425,0,0.4833208,0,0.4628067,0,1.038853
0,1428,0,0.4814161,0,0.4609181,0,1.038885
0,1431,0,0.4795257,0,0.4590431,0,1.038917
0,1434,0,0.4776495,0,0.4571823,0,1.038948
0,1437,0,0.4757873,0,0.4553353,0,1.03898
0,1440,0,0.4739388,0,0.4535018,0,1.039011
0,1443,0,0.4742846,0,0.469999,0,0.5267103
0,1446,0,0.5021923,0,0.5659637,0,0.5433106
0,1449,0,0.5904748,0,0.7623934,0,0.5676005
0,1452,0,0.7622373,0,1.066171,0,0.5958416
0,1455,0,1.026943,0,1.471818,0,0.6268259
0,1458,0,1.388851,0,1.982728,0,0.6600502
0,1461,0,1.851763,0,2.60136,0,0.6948751
0,1464,0,2.417927,0,3.326656,0,0.7305874
0,1467,0,3.086709,0,4.152826,0,0.7664277
0,1470,0,3.852707,0,5.062224,0,0.7999936
0,1473,0,4.697228,0,6.013627,0,0.8298094
0,1476,0,5.59187,0,6.975137,0,0.8558851
0,1479,0,6.509043,0,7.922855,0,0.878396
0,1482,0,7.423925,0,8.834843,0,0.8976229
0,1485,0,8.315918,0,9.695069,0,0.9139023
0,1488,0,9.167867,0,10.494,0,0.9275888
0,1491,0,9.968012,0,11.2254,0,0.9390308
0,1494,0,10.70745,0,11.88414,0,0.9485543
0,1497,0,11.38068,0,12.46927,0,0.9564546
0,1500,0,11.98491,0,12.98148,0,0.9629933
0,1503,0,12.5196,0,13.42308,0,0.9683968
0,1506,0,12.98576,0,13.7973,0,0.9728609
0,1509,0,13.38577,0,14.10816,0,0.9765504
0,1512,0,13.72291,0,14.36013,0,0.9796029
0,1515,0,14.00103,0,14.55783,0,0.9821334
0,1518,0,14.2243,0,14.70595,0,0.9842379
0,1521,0,14.39708,0,14.8091,0,0.9859954
0,1524,0,14.52374,0,14.87175,0,0.9874707
0,1527,0,14.6086,0,14.89813,0,0.9887168
0,1530,0,14.65582,0,14.89225,0,0.9897772
0,1533,0,14.66934,0,14.85781,0,0.9906875
0,1536,0,14.65287,0,14.79825,0,0.9914767
0,1539,0,14.60987,0,14.71674,0,0.9921684
